"ID","Name","Species","GeneID","Family","Evidence"
"T212482_2.00","Arx","Mus_musculus","ENSMUSG00000035277","Homeodomain","D"
"T212444_2.00","Barhl1","Mus_musculus","ENSMUSG00000026805","Homeodomain","D"
"T212474_2.00","Barhl2","Mus_musculus","ENSMUSG00000034384","Homeodomain","D"
"T212418_2.00","Barx1","Mus_musculus","ENSMUSG00000021381","Homeodomain","D"
"T212470_2.00","Barx2","Mus_musculus","ENSMUSG00000032033","Homeodomain","D"
"T212545_2.00","Bsx","Mus_musculus","ENSMUSG00000054360","Homeodomain","D"
"T212434_2.00","Cdx1","Mus_musculus","ENSMUSG00000024619","Homeodomain","D"
"T212458_2.00","Cdx2","Mus_musculus","ENSMUSG00000029646","Homeodomain","D"
"T212464_2.00","Cdx4","Mus_musculus","ENSMUSG00000031326","Homeodomain","D"
"T212604_2.00","Cphx1","Mus_musculus","ENSMUSG00000095975","Homeodomain","D"
"T212510_2.00","Crx","Mus_musculus","ENSMUSG00000041578","Homeodomain","D"
"T212463_2.00","Dbx1","Mus_musculus","ENSMUSG00000030507","Homeodomain","D"
"T212523_2.00","Dbx2","Mus_musculus","ENSMUSG00000045608","Homeodomain","D"
"T212513_2.00","Dlx1","Mus_musculus","ENSMUSG00000041911","Homeodomain","D"
"T212430_2.00","Dlx2","Mus_musculus","ENSMUSG00000023391","Homeodomain","D"
"T212388_2.00","Dlx3","Mus_musculus","ENSMUSG00000001510","Homeodomain","D"
"T212413_2.00","Dlx4","Mus_musculus","ENSMUSG00000020871","Homeodomain","D"
"T212461_2.00","Dlx5","Mus_musculus","ENSMUSG00000029755","Homeodomain","D"
"T212452_2.00","Dmbx1","Mus_musculus","ENSMUSG00000028707","Homeodomain","D"
"T212526_2.00","Duxbl1","Mus_musculus","ENSMUSG00000048502","Homeodomain","D"
"T212519_2.00","Emx2","Mus_musculus","ENSMUSG00000043969","Homeodomain","D"
"T212550_2.00","En1","Mus_musculus","ENSMUSG00000058665","Homeodomain","D"
"T212500_2.00","En2","Mus_musculus","ENSMUSG00000039095","Homeodomain","D"
"T212431_2.00","Esx1","Mus_musculus","ENSMUSG00000023443","Homeodomain","D"
"T212397_2.00","Evx1","Mus_musculus","ENSMUSG00000005503","Homeodomain","D"
"T212394_2.00","Evx2","Mus_musculus","ENSMUSG00000001815","Homeodomain","D"
"T212561_2.00","Gbx1","Mus_musculus","ENSMUSG00000067724","Homeodomain","D"
"T212476_2.00","Gbx2","Mus_musculus","ENSMUSG00000034486","Homeodomain","D"
"T212415_2.00","Gsc","Mus_musculus","ENSMUSG00000021095","Homeodomain","D"
"T212485_2.00","Gsx2","Mus_musculus","ENSMUSG00000035946","Homeodomain","D"
"T212477_2.00","Hdx","Mus_musculus","ENSMUSG00000034551","Homeodomain","D"
"T212501_2.00","Hlx","Mus_musculus","ENSMUSG00000039377","Homeodomain","D"
"T212424_2.00","Hmbox1","Mus_musculus","ENSMUSG00000021972","Homeodomain","D"
"T212560_2.00","Hmx1","Mus_musculus","ENSMUSG00000067438","Homeodomain","D"
"T212531_2.00","Hmx2","Mus_musculus","ENSMUSG00000050100","Homeodomain","D"
"T212455_2.00","Hnf1a","Mus_musculus","ENSMUSG00000029556","Homeodomain","D"
"T212412_2.00","Hnf1b","Mus_musculus","ENSMUSG00000020679","Homeodomain","D"
"T212548_2.00","Homez","Mus_musculus","ENSMUSG00000057156","Homeodomain","D"
"T212462_2.00","Hoxa1","Mus_musculus","ENSMUSG00000029844","Homeodomain","D"
"T212382_2.00","Hoxa10","Mus_musculus","ENSMUSG00000000938","Homeodomain","D"
"T212490_2.00","Hoxa11","Mus_musculus","ENSMUSG00000038210","Homeodomain","D"
"T212489_2.00","Hoxa13","Mus_musculus","ENSMUSG00000038203","Homeodomain","D"
"T212406_2.00","Hoxa2","Mus_musculus","ENSMUSG00000014704","Homeodomain","D"
"T212582_2.00","Hoxa3","Mus_musculus","ENSMUSG00000079560","Homeodomain","D"
"T212383_2.00","Hoxa4","Mus_musculus","ENSMUSG00000000942","Homeodomain","D"
"T212493_2.00","Hoxa5","Mus_musculus","ENSMUSG00000038253","Homeodomain","D"
"T212517_2.00","Hoxa6","Mus_musculus","ENSMUSG00000043219","Homeodomain","D"
"T212492_2.00","Hoxa7","Mus_musculus","ENSMUSG00000038236","Homeodomain","D"
"T212491_2.00","Hoxa9","Mus_musculus","ENSMUSG00000038227","Homeodomain","D"
"T212529_2.00","Hoxb13","Mus_musculus","ENSMUSG00000049604","Homeodomain","D"
"T212528_2.00","Hoxb3","Mus_musculus","ENSMUSG00000048763","Homeodomain","D"
"T212494_2.00","Hoxb4","Mus_musculus","ENSMUSG00000038692","Homeodomain","D"
"T212495_2.00","Hoxb5","Mus_musculus","ENSMUSG00000038700","Homeodomain","D"
"T212381_2.00","Hoxb6","Mus_musculus","ENSMUSG00000000690","Homeodomain","D"
"T212497_2.00","Hoxb7","Mus_musculus","ENSMUSG00000038721","Homeodomain","D"
"T212547_2.00","Hoxb8","Mus_musculus","ENSMUSG00000056648","Homeodomain","D"
"T212414_2.00","Hoxb9","Mus_musculus","ENSMUSG00000020875","Homeodomain","D"
"T212427_2.00","Hoxc10","Mus_musculus","ENSMUSG00000022484","Homeodomain","D"
"T212391_2.00","Hoxc11","Mus_musculus","ENSMUSG00000001656","Homeodomain","D"
"T212533_2.00","Hoxc12","Mus_musculus","ENSMUSG00000050328","Homeodomain","D"
"T212390_2.00","Hoxc13","Mus_musculus","ENSMUSG00000001655","Homeodomain","D"
"T212579_2.00","Hoxc4","Mus_musculus","ENSMUSG00000075394","Homeodomain","D"
"T212428_2.00","Hoxc5","Mus_musculus","ENSMUSG00000022485","Homeodomain","D"
"T212393_2.00","Hoxc6","Mus_musculus","ENSMUSG00000001661","Homeodomain","D"
"T212392_2.00","Hoxc8","Mus_musculus","ENSMUSG00000001657","Homeodomain","D"
"T212486_2.00","Hoxc9","Mus_musculus","ENSMUSG00000036139","Homeodomain","D"
"T212515_2.00","Hoxd1","Mus_musculus","ENSMUSG00000042448","Homeodomain","D"
"T212534_2.00","Hoxd10","Mus_musculus","ENSMUSG00000050368","Homeodomain","D"
"T212516_2.00","Hoxd11","Mus_musculus","ENSMUSG00000042499","Homeodomain","D"
"T212395_2.00","Hoxd13","Mus_musculus","ENSMUSG00000001819","Homeodomain","D"
"T212581_2.00","Hoxd3","Mus_musculus","ENSMUSG00000079277","Homeodomain","D"
"T212447_2.00","Hoxd8","Mus_musculus","ENSMUSG00000027102","Homeodomain","D"
"T212518_2.00","Hoxd9","Mus_musculus","ENSMUSG00000043342","Homeodomain","D"
"T212387_2.00","Irx2","Mus_musculus","ENSMUSG00000001504","Homeodomain","D"
"T212466_2.00","Irx3","Mus_musculus","ENSMUSG00000031734","Homeodomain","D"
"T212421_2.00","Irx4","Mus_musculus","ENSMUSG00000021604","Homeodomain","D"
"T212467_2.00","Irx5","Mus_musculus","ENSMUSG00000031737","Homeodomain","D"
"T212468_2.00","Irx6","Mus_musculus","ENSMUSG00000031738","Homeodomain","D"
"T212514_2.00","Isl1","Mus_musculus","ENSMUSG00000042258","Homeodomain","D"
"T212471_2.00","Isl2","Mus_musculus","ENSMUSG00000032318","Homeodomain","D"
"T212465_2.00","Isx","Mus_musculus","ENSMUSG00000031621","Homeodomain","D"
"T212480_2.00","Lbx2","Mus_musculus","ENSMUSG00000034968","Homeodomain","D"
"T212408_2.00","Lhx1","Mus_musculus","ENSMUSG00000018698","Homeodomain","D"
"T212380_2.00","Lhx2","Mus_musculus","ENSMUSG00000000247","Homeodomain","D"
"T212446_2.00","Lhx3","Mus_musculus","ENSMUSG00000026934","Homeodomain","D"
"T212440_2.00","Lhx4","Mus_musculus","ENSMUSG00000026468","Homeodomain","D"
"T212456_2.00","Lhx5","Mus_musculus","ENSMUSG00000029595","Homeodomain","D"
"T212445_2.00","Lhx6","Mus_musculus","ENSMUSG00000026890","Homeodomain","D"
"T212605_2.00","Lhx8","Mus_musculus","ENSMUSG00000096225","Homeodomain","D"
"T212410_2.00","Lhx9","Mus_musculus","ENSMUSG00000019230","Homeodomain","D"
"T212443_2.00","Lmx1a","Mus_musculus","ENSMUSG00000026686","Homeodomain","D"
"T212498_2.00","Lmx1b","Mus_musculus","ENSMUSG00000038765","Homeodomain","D"
"T212411_2.00","Meis1","Mus_musculus","ENSMUSG00000020160","Homeodomain","D"
"T212448_2.00","Meis2","Mus_musculus","ENSMUSG00000027210","Homeodomain","D"
"T212509_2.00","Meis3","Mus_musculus","ENSMUSG00000041420","Homeodomain","D"
"T212385_2.00","Meox1","Mus_musculus","ENSMUSG00000001493","Homeodomain","D"
"T212487_2.00","Meox2","Mus_musculus","ENSMUSG00000036144","Homeodomain","D"
"T212441_2.00","Mixl1","Mus_musculus","ENSMUSG00000026497","Homeodomain","D"
"T212389_2.00","Mnx1","Mus_musculus","ENSMUSG00000001566","Homeodomain","D"
"T212525_2.00","Msx1","Mus_musculus","ENSMUSG00000048450","Homeodomain","D"
"T212419_2.00","Msx2","Mus_musculus","ENSMUSG00000021469","Homeodomain","D"
"T212439_2.00","Msx3","Mus_musculus","ENSMUSG00000025469","Homeodomain","D"
"T212403_2.00","Nanog","Mus_musculus","ENSMUSG00000012396","Homeodomain","D"
"T212453_2.00","Nkx1-1","Mus_musculus","ENSMUSG00000029112","Homeodomain","D"
"T212527_2.00","Nkx1-2","Mus_musculus","ENSMUSG00000048528","Homeodomain","D"
"T212386_2.00","Nkx2-1","Mus_musculus","ENSMUSG00000001496","Homeodomain","D"
"T212449_2.00","Nkx2-2","Mus_musculus","ENSMUSG00000027434","Homeodomain","D"
"T212521_2.00","Nkx2-3","Mus_musculus","ENSMUSG00000044220","Homeodomain","D"
"T212543_2.00","Nkx2-4","Mus_musculus","ENSMUSG00000054160","Homeodomain","D"
"T212407_2.00","Nkx2-5","Mus_musculus","ENSMUSG00000015579","Homeodomain","D"
"T212520_2.00","Nkx2-6","Mus_musculus","ENSMUSG00000044186","Homeodomain","D"
"T212551_2.00","Nkx2-9","Mus_musculus","ENSMUSG00000058669","Homeodomain","D"
"T212425_2.00","Nkx3-1","Mus_musculus","ENSMUSG00000022061","Homeodomain","D"
"T212530_2.00","Nkx3-2","Mus_musculus","ENSMUSG00000049691","Homeodomain","D"
"T212481_2.00","Nkx6-1","Mus_musculus","ENSMUSG00000035187","Homeodomain","D"
"T212557_2.00","Nkx6-3","Mus_musculus","ENSMUSG00000063672","Homeodomain","D"
"T212459_2.00","Nobox","Mus_musculus","ENSMUSG00000029736","Homeodomain","D"
"T212563_2.00","Noto","Mus_musculus","ENSMUSG00000068302","Homeodomain","D"
"T212544_2.00","Obox1","Mus_musculus","ENSMUSG00000054310","Homeodomain","D"
"T212559_2.00","Obox3","Mus_musculus","ENSMUSG00000066772","Homeodomain","D"
"T212576_2.00","Obox5","Mus_musculus","ENSMUSG00000074366","Homeodomain","D"
"T212511_2.00","Obox6","Mus_musculus","ENSMUSG00000041583","Homeodomain","D"
"T212422_2.00","Otp","Mus_musculus","ENSMUSG00000021685","Homeodomain","D"
"T212398_2.00","Otx1","Mus_musculus","ENSMUSG00000005917","Homeodomain","D"
"T212423_2.00","Otx2","Mus_musculus","ENSMUSG00000021848","Homeodomain","D"
"T212539_2.00","Pbx1","Mus_musculus","ENSMUSG00000052534","Homeodomain","D"
"T212478_2.00","Pbx2","Mus_musculus","ENSMUSG00000034673","Homeodomain","D"
"T212496_2.00","Pbx3","Mus_musculus","ENSMUSG00000038718","Homeodomain","D"
"T212457_2.00","Pdx1","Mus_musculus","ENSMUSG00000029644","Homeodomain","D"
"T212402_2.00","Phox2a","Mus_musculus","ENSMUSG00000007946","Homeodomain","D"
"T212404_2.00","Phox2b","Mus_musculus","ENSMUSG00000012520","Homeodomain","D"
"T212420_2.00","Pitx1","Mus_musculus","ENSMUSG00000021506","Homeodomain","D"
"T212451_2.00","Pitx2","Mus_musculus","ENSMUSG00000028023","Homeodomain","D"
"T212438_2.00","Pitx3","Mus_musculus","ENSMUSG00000025229","Homeodomain","D"
"T212401_2.00","Pknox1","Mus_musculus","ENSMUSG00000006705","Homeodomain","D"
"T212484_2.00","Pknox2","Mus_musculus","ENSMUSG00000035934","Homeodomain","D"
"T212522_2.00","Prop1","Mus_musculus","ENSMUSG00000044542","Homeodomain","D"
"T212442_2.00","Prrx1","Mus_musculus","ENSMUSG00000026586","Homeodomain","D"
"T212502_2.00","Prrx2","Mus_musculus","ENSMUSG00000039476","Homeodomain","D"
"T212577_2.00","Q8VHG7_MOUSE","Mus_musculus","ENSMUSG00000074369","Homeodomain","D"
"T212433_2.00","Rax","Mus_musculus","ENSMUSG00000024518","Homeodomain","D"
"T212535_2.00","Rhox11","Mus_musculus","ENSMUSG00000051038","Homeodomain","D"
"T212399_2.00","Rhox6","Mus_musculus","ENSMUSG00000006200","Homeodomain","D"
"T212384_2.00","Sebox","Mus_musculus","ENSMUSG00000001103","Homeodomain","D"
"T212450_2.00","Shox2","Mus_musculus","ENSMUSG00000027833","Homeodomain","D"
"T212537_2.00","Six1","Mus_musculus","ENSMUSG00000051367","Homeodomain","D"
"T212432_2.00","Six2","Mus_musculus","ENSMUSG00000024134","Homeodomain","D"
"T212499_2.00","Six3","Mus_musculus","ENSMUSG00000038805","Homeodomain","D"
"T212475_2.00","Six4","Mus_musculus","ENSMUSG00000034460","Homeodomain","D"
"T212416_2.00","Six6","Mus_musculus","ENSMUSG00000021099","Homeodomain","D"
"T212524_2.00","Tgif1","Mus_musculus","ENSMUSG00000047407","Homeodomain","D"
"T212556_2.00","Tgif2","Mus_musculus","ENSMUSG00000062175","Homeodomain","D"
"T212564_2.00","Tlx2","Mus_musculus","ENSMUSG00000068327","Homeodomain","D"
"T212454_2.00","Uncx","Mus_musculus","ENSMUSG00000029546","Homeodomain","D"
"T212400_2.00","Vax1","Mus_musculus","ENSMUSG00000006270","Homeodomain","D"
"T212479_2.00","Vax2","Mus_musculus","ENSMUSG00000034777","Homeodomain","D"
"T212472_2.00","Vsx1","Mus_musculus","ENSMUSG00000033080","Homeodomain","D"
"T212417_2.00","Vsx2","Mus_musculus","ENSMUSG00000021239","Homeodomain","D"
"T224749_2.00","XP_003689450.1","Mus_musculus","XP_003689450.1","Homeodomain","D"
"T237405_2.00","Pax2","Mus_musculus","ENSMUSG00000004231","Homeodomain,Paired box","D"
"T237409_2.00","Pax4","Mus_musculus","ENSMUSG00000029706","Homeodomain,Paired box","D"
"T237407_2.00","Pax6","Mus_musculus","ENSMUSG00000027168","Homeodomain,Paired box","D"
"T237408_2.00","Pax7","Mus_musculus","ENSMUSG00000028736","Homeodomain,Paired box","D"
"T238373_2.00","Pou1f1","Mus_musculus","ENSMUSG00000004842","Homeodomain,POU","D"
"T238379_2.00","Pou2f1","Mus_musculus","ENSMUSG00000026565","Homeodomain,POU","D"
"T238374_2.00","Pou2f2","Mus_musculus","ENSMUSG00000008496","Homeodomain,POU","D"
"T238381_2.00","Pou2f3","Mus_musculus","ENSMUSG00000032015","Homeodomain,POU","D"
"T238384_2.00","Pou3f1","Mus_musculus","ENSMUSG00000090125","Homeodomain,POU","D"
"T238386_2.00","Pou3f2","Mus_musculus","ENSMUSG00000095139","Homeodomain,POU","D"
"T238383_2.00","Pou3f4","Mus_musculus","ENSMUSG00000056854","Homeodomain,POU","D"
"T238378_2.00","Pou4f3","Mus_musculus","ENSMUSG00000024497","Homeodomain,POU","D"
"T238377_2.00","Pou5f1","Mus_musculus","ENSMUSG00000024406","Homeodomain,POU","D"
"T238376_2.00","Pou6f1","Mus_musculus","ENSMUSG00000009739","Homeodomain,POU","D"
"T240319_2.00","Hsf1","Mus_musculus","ENSMUSG00000022556","HSF","D"
"T240318_2.00","Hsf2","Mus_musculus","ENSMUSG00000019878","HSF","D"
"T244218_2.00","Irf1","Mus_musculus","ENSMUSG00000018899","IRF","D"
"T244223_2.00","Irf2","Mus_musculus","ENSMUSG00000031627","IRF","D"
"T244217_2.00","Irf3","Mus_musculus","ENSMUSG00000003184","IRF","D"
"T244219_2.00","Irf4","Mus_musculus","ENSMUSG00000021356","IRF","D"
"T244222_2.00","Irf5","Mus_musculus","ENSMUSG00000029771","IRF","D"
"T244221_2.00","Irf6","Mus_musculus","ENSMUSG00000026638","IRF","D"
"T244220_2.00","Irf7","Mus_musculus","ENSMUSG00000025498","IRF","D"
"T244224_2.00","Irf8","Mus_musculus","ENSMUSG00000041515","IRF","D"
"T244216_2.00","Irf9","Mus_musculus","ENSMUSG00000002325","IRF","D"
"T253737_2.00","Mef2a","Mus_musculus","ENSMUSG00000030557","MADS box","D"
"T253738_2.00","Mef2b","Mus_musculus","ENSMUSG00000079033","MADS box","D"
"T253735_2.00","Mef2c","Mus_musculus","ENSMUSG00000005583","MADS box","D"
"T253733_2.00","Mef2d","Mus_musculus","ENSMUSG00000001419","MADS box","D"
"T253736_2.00","Srf","Mus_musculus","ENSMUSG00000015605","MADS box","D"
"T260274_2.00","Mbd2","Mus_musculus","ENSMUSG00000024513","MBD","D"
"T260278_2.00","Mecp2","Mus_musculus","ENSMUSG00000031393","MBD","D"
"T269782_2.00","Myb","Mus_musculus","ENSMUSG00000019982","Myb/SANT","D"
"T269784_2.00","Mybl1","Mus_musculus","ENSMUSG00000025912","Myb/SANT","D"
"T269781_2.00","Mybl2","Mus_musculus","ENSMUSG00000017861","Myb/SANT","D"
"T269792_2.00","Mypop","Mus_musculus","ENSMUSG00000048481","Myb/SANT","D"
"T269798_2.00","Prdm11","Mus_musculus","ENSMUSG00000075028","Myb/SANT","D"
"T269787_2.00","Terf2","Mus_musculus","ENSMUSG00000031921","Myb/SANT","D"
"T299792_2.00","Myrf","Mus_musculus","ENSMUSG00000036098","Ndt80/PhoG","D"
"T303937_2.00","Ar","Mus_musculus","ENSMUSG00000046532","Nuclear receptor","D"
"T303910_2.00","Esr1","Mus_musculus","ENSMUSG00000019768","Nuclear receptor","D"
"T303913_2.00","Esr2","Mus_musculus","ENSMUSG00000021055","Nuclear receptor","D"
"T303922_2.00","Esrra","Mus_musculus","ENSMUSG00000024955","Nuclear receptor","D"
"T303914_2.00","Esrrb","Mus_musculus","ENSMUSG00000021255","Nuclear receptor","D"
"T303924_2.00","Esrrg","Mus_musculus","ENSMUSG00000026610","Nuclear receptor","D"
"T303909_2.00","Hnf4a","Mus_musculus","ENSMUSG00000017950","Nuclear receptor","D"
"T303908_2.00","Hnf4g","Mus_musculus","ENSMUSG00000017688","Nuclear receptor","D"
"T303912_2.00","Nr1d1","Mus_musculus","ENSMUSG00000020889","Nuclear receptor","D"
"T303915_2.00","Nr1d2","Mus_musculus","ENSMUSG00000021775","Nuclear receptor","D"
"T303941_2.00","Nr1h2","Mus_musculus","ENSMUSG00000060601","Nuclear receptor","D"
"T303899_2.00","Nr1h3","Mus_musculus","ENSMUSG00000002108","Nuclear receptor","D"
"T303938_2.00","Nr1h4","Mus_musculus","ENSMUSG00000047638","Nuclear receptor","D"
"T303919_2.00","Nr1i2","Mus_musculus","ENSMUSG00000022809","Nuclear receptor","D"
"T303902_2.00","Nr1i3","Mus_musculus","ENSMUSG00000005677","Nuclear receptor","D"
"T303904_2.00","Nr2c1","Mus_musculus","ENSMUSG00000005897","Nuclear receptor","D"
"T303903_2.00","Nr2c2","Mus_musculus","ENSMUSG00000005893","Nuclear receptor","D"
"T303911_2.00","Nr2e1","Mus_musculus","ENSMUSG00000019803","Nuclear receptor","D"
"T303933_2.00","Nr2e3","Mus_musculus","ENSMUSG00000032292","Nuclear receptor","D"
"T303943_2.00","Nr2f1","Mus_musculus","ENSMUSG00000069171","Nuclear receptor","D"
"T303929_2.00","Nr2f2","Mus_musculus","ENSMUSG00000030551","Nuclear receptor","D"
"T303901_2.00","Nr2f6","Mus_musculus","ENSMUSG00000002393","Nuclear receptor","D"
"T303921_2.00","Nr3c1","Mus_musculus","ENSMUSG00000024431","Nuclear receptor","D"
"T303920_2.00","Nr4a1","Mus_musculus","ENSMUSG00000023034","Nuclear receptor","D"
"T303926_2.00","Nr4a2","Mus_musculus","ENSMUSG00000026826","Nuclear receptor","D"
"T303925_2.00","Nr5a1","Mus_musculus","ENSMUSG00000026751","Nuclear receptor","D"
"T303923_2.00","Nr5a2","Mus_musculus","ENSMUSG00000026398","Nuclear receptor","D"
"T303931_2.00","Pgr","Mus_musculus","ENSMUSG00000031870","Nuclear receptor","D"
"T303917_2.00","Ppara","Mus_musculus","ENSMUSG00000022383","Nuclear receptor","D"
"T303897_2.00","Pparg","Mus_musculus","ENSMUSG00000000440","Nuclear receptor","D"
"T303935_2.00","Rara","Mus_musculus","ENSMUSG00000037992","Nuclear receptor","D"
"T303907_2.00","Rarb","Mus_musculus","ENSMUSG00000017491","Nuclear receptor","D"
"T303898_2.00","Rarg","Mus_musculus","ENSMUSG00000001288","Nuclear receptor","D"
"T303932_2.00","Rora","Mus_musculus","ENSMUSG00000032238","Nuclear receptor","D"
"T303934_2.00","Rorb","Mus_musculus","ENSMUSG00000036192","Nuclear receptor","D"
"T303927_2.00","Rorc","Mus_musculus","ENSMUSG00000028150","Nuclear receptor","D"
"T303906_2.00","Rxra","Mus_musculus","ENSMUSG00000015846","Nuclear receptor","D"
"T303936_2.00","Rxrb","Mus_musculus","ENSMUSG00000039656","Nuclear receptor","D"
"T303905_2.00","Rxrg","Mus_musculus","ENSMUSG00000015843","Nuclear receptor","D"
"T303940_2.00","Thra","Mus_musculus","ENSMUSG00000058756","Nuclear receptor","D"
"T303918_2.00","Vdr","Mus_musculus","ENSMUSG00000022479","Nuclear receptor","D"
"T311093_2.00","Trp53","Mus_musculus","ENSMUSG00000059552","p53","D"
"T311091_2.00","Trp63","Mus_musculus","ENSMUSG00000022510","p53","D"
"T311092_2.00","Trp73","Mus_musculus","ENSMUSG00000029026","p53","D"
"T311709_2.00","Pax5","Mus_musculus","ENSMUSG00000014030","Paired box","D"
"T316250_2.00","Pou3f3","Mus_musculus","ENSMUSG00000045515","POU","D"
"T317318_2.00","Nfatc1","Mus_musculus","ENSMUSG00000033016","Rel","D"
"T317315_2.00","Nfatc2","Mus_musculus","ENSMUSG00000027544","Rel","D"
"T317317_2.00","Nfatc3","Mus_musculus","ENSMUSG00000031902","Rel","D"
"T317312_2.00","Nfatc4","Mus_musculus","ENSMUSG00000023411","Rel","D"
"T317316_2.00","Nfkb1","Mus_musculus","ENSMUSG00000028163","Rel","D"
"T317314_2.00","Nfkb2","Mus_musculus","ENSMUSG00000025225","Rel","D"
"T317311_2.00","Rel","Mus_musculus","ENSMUSG00000020275","Rel","D"
"T317313_2.00","Rela","Mus_musculus","ENSMUSG00000024927","Rel","D"
"T317309_2.00","Relb","Mus_musculus","ENSMUSG00000002983","Rel","D"
"T318365_2.00","Rfx1","Mus_musculus","ENSMUSG00000031706","RFX","D"
"T318364_2.00","Rfx2","Mus_musculus","ENSMUSG00000024206","RFX","D"
"T318367_2.00","Rfx3","Mus_musculus","ENSMUSG00000040929","RFX","D"
"T318363_2.00","Rfx4","Mus_musculus","ENSMUSG00000020037","RFX","D"
"T318362_2.00","Rfx6","Mus_musculus","ENSMUSG00000019900","RFX","D"
"T318366_2.00","Rfx7","Mus_musculus","ENSMUSG00000037674","RFX","D"
"T319428_2.00","Runx1","Mus_musculus","ENSMUSG00000022952","Runt","D"
"T319429_2.00","Runx2","Mus_musculus","ENSMUSG00000039153","Runt","D"
"T319430_2.00","Runx3","Mus_musculus","ENSMUSG00000070691","Runt","D"
"T321797_2.00","Aire","Mus_musculus","ENSMUSG00000000731","SAND","D"
"T321799_2.00","Gmeb1","Mus_musculus","ENSMUSG00000028901","SAND","D"
"T321800_2.00","Gmeb2","Mus_musculus","ENSMUSG00000038705","SAND","D"
"T321798_2.00","Sp100","Mus_musculus","ENSMUSG00000026222","SAND","D"
"T321803_2.00","Sp110","Mus_musculus","ENSMUSG00000070034","SAND","D"
"T322114_2.00","XP_001473574.2","Mus_musculus","XP_001473574.2","SAND","D"
"T324770_2.00","Nfia","Mus_musculus","ENSMUSG00000028565","SMAD","D"
"T324766_2.00","Nfib","Mus_musculus","ENSMUSG00000008575","SMAD","D"
"T324773_2.00","Nfic","Mus_musculus","ENSMUSG00000055053","SMAD","D"
"T324772_2.00","Smad3","Mus_musculus","ENSMUSG00000032402","SMAD","D"
"T324768_2.00","Smad4","Mus_musculus","ENSMUSG00000024515","SMAD","D"
"T324767_2.00","Smad5","Mus_musculus","ENSMUSG00000021540","SMAD","D"
"T324769_2.00","Smad9","Mus_musculus","ENSMUSG00000027796","SMAD","D"
"T328495_2.00","Bbx","Mus_musculus","ENSMUSG00000022641","Sox","D"
"T328493_2.00","Cic","Mus_musculus","ENSMUSG00000005442","Sox","D"
"T328492_2.00","Hbp1","Mus_musculus","ENSMUSG00000002996","Sox","D"
"T328494_2.00","Hmg20b","Mus_musculus","ENSMUSG00000020232","Sox","D"
"T328499_2.00","Lef1","Mus_musculus","ENSMUSG00000027985","Sox","D"
"T328518_2.00","Sox1","Mus_musculus","ENSMUSG00000096014","Sox","D"
"T328501_2.00","Sox10","Mus_musculus","ENSMUSG00000033006","Sox","D"
"T328513_2.00","Sox11","Mus_musculus","ENSMUSG00000063632","Sox","D"
"T328507_2.00","Sox12","Mus_musculus","ENSMUSG00000051817","Sox","D"
"T328515_2.00","Sox13","Mus_musculus","ENSMUSG00000070643","Sox","D"
"T328509_2.00","Sox14","Mus_musculus","ENSMUSG00000053747","Sox","D"
"T328503_2.00","Sox15","Mus_musculus","ENSMUSG00000041287","Sox","D"
"T328498_2.00","Sox17","Mus_musculus","ENSMUSG00000025902","Sox","D"
"T328506_2.00","Sox18","Mus_musculus","ENSMUSG00000046470","Sox","D"
"T328516_2.00","Sox2","Mus_musculus","ENSMUSG00000074637","Sox","D"
"T328511_2.00","Sox21","Mus_musculus","ENSMUSG00000061517","Sox","D"
"T328505_2.00","Sox3","Mus_musculus","ENSMUSG00000045179","Sox","D"
"T328502_2.00","Sox30","Mus_musculus","ENSMUSG00000040489","Sox","D"
"T328517_2.00","Sox4","Mus_musculus","ENSMUSG00000076431","Sox","D"
"T328504_2.00","Sox5","Mus_musculus","ENSMUSG00000041540","Sox","D"
"T328508_2.00","Sox6","Mus_musculus","ENSMUSG00000051910","Sox","D"
"T328512_2.00","Sox7","Mus_musculus","ENSMUSG00000063060","Sox","D"
"T328496_2.00","Sox8","Mus_musculus","ENSMUSG00000024176","Sox","D"
"T328490_2.00","Sox9","Mus_musculus","ENSMUSG00000000567","Sox","D"
"T328514_2.00","Sry","Mus_musculus","ENSMUSG00000069036","Sox","D"
"T328491_2.00","Tcf7","Mus_musculus","ENSMUSG00000000782","Sox","D"
"T328510_2.00","Tcf7l1","Mus_musculus","ENSMUSG00000055799","Sox","D"
"T328497_2.00","Tcf7l2","Mus_musculus","ENSMUSG00000024985","Sox","D"
"T337545_2.00","Stat1","Mus_musculus","ENSMUSG00000026104","STAT","D"
"T337546_2.00","Stat2","Mus_musculus","ENSMUSG00000040033","STAT","D"
"T337542_2.00","Stat3","Mus_musculus","ENSMUSG00000004040","STAT","D"
"T337547_2.00","Stat4","Mus_musculus","ENSMUSG00000062939","STAT","D"
"T337543_2.00","Stat5a","Mus_musculus","ENSMUSG00000004043","STAT","D"
"T337544_2.00","Stat5b","Mus_musculus","ENSMUSG00000020919","STAT","D"
"T337541_2.00","Stat6","Mus_musculus","ENSMUSG00000002147","STAT","D"
"T340149_2.00","Eomes","Mus_musculus","ENSMUSG00000032446","T-box","D"
"T340152_2.00","T","Mus_musculus","ENSMUSG00000062327","T-box","D"
"T340150_2.00","Tbr1","Mus_musculus","ENSMUSG00000035033","T-box","D"
"T340140_2.00","Tbx1","Mus_musculus","ENSMUSG00000009097","T-box","D"
